from,to,type,weight@double
1954,2327,LINK,0.09
1954,2330,LINK,0.85
1954,2332,LINK,0.5
1954,2340,LINK,0.69
1954,2341,LINK,0.18
1954,2348,LINK,0.97
1954,2355,LINK,0.59
1954,2357,LINK,0.77
1954,2364,LINK,0.87
1954,2370,LINK,1
1954,2371,LINK,0.7
1954,2375,LINK,0.09
1954,2382,LINK,0.7
1954,2387,LINK,0.78
1954,2396,LINK,0.57
1954,2408,LINK,0.59
1954,2409,LINK,0.85
1954,2410,LINK,0.74
1954,2415,LINK,0.26
1954,2419,LINK,0.18
1954,2424,LINK,0.58
1954,2429,LINK,0.44
1954,2447,LINK,0
1954,2461,LINK,0.67
1954,2463,LINK,0.68
1954,2465,LINK,0.4
1954,2469,LINK,0.84
1954,2478,LINK,0.11
1954,2483,LINK,0.68
1954,2486,LINK,0.14
1954,2490,LINK,0.32
1954,2493,LINK,0.41
1954,2508,LINK,0.88
1954,2522,LINK,0.96
1954,2527,LINK,0.37
1954,2544,LINK,0.35
1954,2551,LINK,0.4
1954,2552,LINK,0.45
1954,2560,LINK,0.13
1954,2561,LINK,0.4
1954,2565,LINK,0.02
1954,2574,LINK,0.94
1954,2587,LINK,0.93
1954,2591,LINK,0.63
1954,2594,LINK,0.37
1954,2601,LINK,0.02
1954,2602,LINK,0.12
1954,2605,LINK,0.75
1954,2608,LINK,0.09
1954,2612,LINK,0.08
1954,2624,LINK,0.59
1954,2625,LINK,0.12
1954,2626,LINK,0.22
1954,2632,LINK,0.41
1954,2639,LINK,0.04
1954,2647,LINK,0.24
1954,2656,LINK,0.23
1955,1969,LINK,0.58
1955,1973,LINK,0.79
1955,1974,LINK,0.24
1955,2000,LINK,0.76
1955,2010,LINK,0.05
1955,2011,LINK,0.2
1955,2025,LINK,0.84
1955,2033,LINK,0.52
1955,2053,LINK,0.99
1955,2055,LINK,0.96
1955,2069,LINK,0.6
1955,2073,LINK,0.34
1955,2088,LINK,0.4
1955,2103,LINK,0.37
1955,2112,LINK,0.32
1955,2117,LINK,0.78
1955,2118,LINK,0.04
1955,2126,LINK,0.26
1955,2129,LINK,0.94
1955,2134,LINK,0.57
1955,2139,LINK,0.76
1955,2144,LINK,0.13
1955,2150,LINK,0.9
1955,2152,LINK,0.36
1955,2154,LINK,0.9
1955,2170,LINK,0.58
1955,2175,LINK,0.29
1955,2177,LINK,0.34
1955,2181,LINK,0.43
1955,2188,LINK,0
1955,2197,LINK,0.07
1955,2200,LINK,0.42
1955,2203,LINK,0.62
1955,2204,LINK,0.41
1955,2225,LINK,0.47
1955,2242,LINK,0.99
1955,2251,LINK,0.02
1955,2265,LINK,0.89
1955,2269,LINK,0.34
1955,2274,LINK,0.32
1955,2290,LINK,0.93
1955,2293,LINK,0.16
1955,2295,LINK,0.78
1955,2298,LINK,0.12
1955,2328,LINK,0.24
1955,2329,LINK,0.72
1955,2337,LINK,0.24
1955,2339,LINK,0.89
1955,2344,LINK,0.55
1955,2345,LINK,0.78
1955,2348,LINK,0.53
1955,2366,LINK,0.15
1955,2369,LINK,0.41
1955,2378,LINK,0.25
1955,2462,LINK,0.88
1955,2464,LINK,0.87
1955,2472,LINK,0.59
1955,2473,LINK,0.13
1955,2476,LINK,0.58
1955,2492,LINK,0.92
1955,2499,LINK,0.41
1955,2509,LINK,0.46
1955,2510,LINK,0.18
1955,2539,LINK,0.74
1955,2556,LINK,0.83
1955,2572,LINK,0.29
1955,2583,LINK,0.31
1955,2586,LINK,0.76
1955,2589,LINK,0.03
1955,2595,LINK,0
1955,2599,LINK,0.08
1955,2621,LINK,0.75
1955,2628,LINK,0.9
1955,2630,LINK,0.59
1955,2641,LINK,0.46
1955,2650,LINK,0.78
1955,2659,LINK,0.86
1955,2660,LINK,0.58
1956,1960,LINK,0.82
1956,2008,LINK,0.78
1956,2027,LINK,0.67
1956,2033,LINK,0.39
1956,2039,LINK,0.82
1956,2040,LINK,0.53
1956,2054,LINK,0.06
1956,2069,LINK,0.36
1956,2072,LINK,0.82
1956,2073,LINK,0.44
1956,2082,LINK,0.37
1956,2088,LINK,0.64
1956,2112,LINK,0.87
1956,2118,LINK,0
1956,2126,LINK,0.72
1956,2128,LINK,0.62
1956,2134,LINK,0.81
1956,2139,LINK,0.57
1956,2145,LINK,0.22
1956,2162,LINK,0.79
1956,2170,LINK,0.54
1956,2175,LINK,0.82
1956,2181,LINK,0.8
1956,2184,LINK,0.29
1956,2188,LINK,0.28
1956,2190,LINK,0.88
1956,2200,LINK,0.6
1956,2204,LINK,0.69
1956,2223,LINK,0.97
1956,2224,LINK,0.06
1956,2225,LINK,0.63
1956,2240,LINK,0.17
1956,2248,LINK,0.36
1956,2251,LINK,0.58
1956,2255,LINK,0.1
1956,2265,LINK,0.38
1956,2269,LINK,0.87
1956,2280,LINK,0.96
1956,2284,LINK,0.56
1956,2290,LINK,0.96
1956,2295,LINK,0.76
1956,2303,LINK,0.11
1956,2316,LINK,0.85
1956,2320,LINK,0.11
1956,2328,LINK,0.7
1956,2329,LINK,0.53
1956,2331,LINK,0.29
1956,2334,LINK,0.22
1956,2337,LINK,0.26
1956,2339,LINK,0.39
1956,2346,LINK,0.12
1956,2385,LINK,0.8
1956,2395,LINK,0.97
1956,2399,LINK,0.83
1956,2420,LINK,0.9
1956,2421,LINK,0.12
1956,2437,LINK,0.04
1956,2446,LINK,0.19
1956,2452,LINK,0.04
1956,2459,LINK,0.87
1956,2462,LINK,0.34
1956,2464,LINK,0.41
1956,2469,LINK,0.62
1956,2492,LINK,0.54
1956,2509,LINK,0.65
1956,2510,LINK,0.49
1956,2511,LINK,0.8
1956,2512,LINK,0.21
1956,2523,LINK,0.27
1956,2534,LINK,0.15
1956,2538,LINK,0.83
1956,2548,LINK,0.71
1956,2556,LINK,0.62
1956,2590,LINK,0.01
1956,2593,LINK,0.9
1956,2595,LINK,0.53
1956,2599,LINK,0.31
1956,2609,LINK,0.52
1956,2617,LINK,0.98
1956,2618,LINK,0.68
1956,2630,LINK,0.86
1956,2644,LINK,0.21
1956,2650,LINK,0.13
1956,2654,LINK,0.63
1957,2246,LINK,0.49
1957,2282,LINK,0.01
1957,2302,LINK,0.25
1957,2482,LINK,0.21
1957,2488,LINK,0.41
1957,2571,LINK,0.47
1957,2635,LINK,0.47
1958,1969,LINK,0.11
1958,1973,LINK,0.33
1958,1974,LINK,0.26
1958,1981,LINK,0.13
1958,1992,LINK,0.85
1958,1996,LINK,0.11
1958,1999,LINK,0.25
1958,2002,LINK,0.04
1958,2007,LINK,0.57
1958,2019,LINK,0.3
1958,2026,LINK,0.08
1958,2062,LINK,0.42
1958,2098,LINK,0.34
1958,2117,LINK,0.4
1958,2160,LINK,0.44
1958,2172,LINK,0.73
1958,2203,LINK,0.5
1958,2226,LINK,0.84
1958,2285,LINK,0.44
1958,2365,LINK,0.2
1958,2366,LINK,0.53
1958,2379,LINK,0.22
1958,2436,LINK,0.23
1958,2586,LINK,0.23
1958,2621,LINK,0.2
1958,2627,LINK,0.38
1958,2628,LINK,0.11
1958,2634,LINK,0.71
1958,2637,LINK,0.55
1958,2641,LINK,0.71
1958,2649,LINK,0.13
1958,2658,LINK,0.62
1958,2660,LINK,0.62
1959,1981,LINK,0.82
1959,1999,LINK,0.53
1959,2001,LINK,0.39
1959,2007,LINK,0.92
1959,2023,LINK,0.18
1959,2025,LINK,0.98
1959,2028,LINK,0.63
1959,2051,LINK,0.75
1959,2062,LINK,0.34
1959,2098,LINK,0.08
1959,2117,LINK,0.29
1959,2160,LINK,0.71
1959,2172,LINK,0.63
1959,2285,LINK,0.26
1959,2298,LINK,0.2
1959,2338,LINK,0.11
1959,2365,LINK,0.8
1959,2366,LINK,0.87
1959,2495,LINK,0.76
1959,2539,LINK,0.07
1959,2584,LINK,0.76
1959,2586,LINK,0.77
1959,2621,LINK,0.2
1959,2627,LINK,0.52
1959,2640,LINK,0.82
1959,2641,LINK,0.62
1959,2646,LINK,0.12
1959,2648,LINK,0.69
1959,2660,LINK,0.09
1960,1971,LINK,0.63
1960,1982,LINK,0.16
1960,1986,LINK,0.89
1960,1988,LINK,0.38
1960,1995,LINK,0.4
1960,2003,LINK,0.61
1960,2004,LINK,0.98
1960,2008,LINK,0.94
1960,2027,LINK,0.24
1960,2033,LINK,0.46
1960,2040,LINK,0.12
1960,2043,LINK,0.57
1960,2048,LINK,0.15
1960,2055,LINK,0.91
1960,2058,LINK,0.14
1960,2063,LINK,0.06
1960,2064,LINK,0.48
1960,2069,LINK,0.45
1960,2072,LINK,0.09
1960,2073,LINK,0.81
1960,2076,LINK,0.34
1960,2082,LINK,0.04
1960,2088,LINK,0.25
1960,2102,LINK,0.44
1960,2103,LINK,0.42
1960,2111,LINK,0.26
1960,2112,LINK,0.32
1960,2118,LINK,0.7
1960,2126,LINK,0.21
1960,2133,LINK,0.39
1960,2134,LINK,0.15
1960,2135,LINK,0.4
1960,2136,LINK,0.26
1960,2139,LINK,0.38
1960,2144,LINK,0.96
1960,2150,LINK,0.17
1960,2154,LINK,0.34
1960,2162,LINK,0.14
1960,2170,LINK,0.75
1960,2175,LINK,0
1960,2184,LINK,0.3
1960,2188,LINK,0.3
1960,2192,LINK,0.03
1960,2195,LINK,0.85
1960,2197,LINK,0.56
1960,2200,LINK,0.5
1960,2204,LINK,0.05
1960,2216,LINK,0.62
1960,2222,LINK,0.16
1960,2224,LINK,0.7
1960,2233,LINK,0.14
1960,2236,LINK,0.59
1960,2244,LINK,0.56
1960,2251,LINK,0.29
1960,2255,LINK,0.85
1960,2265,LINK,0.81
1960,2269,LINK,0.52
1960,2275,LINK,0.97
1960,2280,LINK,0.04
1960,2281,LINK,0.64
1960,2283,LINK,0.45
1960,2284,LINK,0.96
1960,2286,LINK,0.16
1960,2290,LINK,0.17
1960,2293,LINK,0.09
1960,2294,LINK,0.2
1960,2303,LINK,0.86
1960,2316,LINK,0.02
1960,2320,LINK,0.34
1960,2326,LINK,0.07
1960,2329,LINK,0.68
1960,2334,LINK,0.66
1960,2337,LINK,0.68
1960,2339,LINK,0.81
1960,2345,LINK,0.8
1960,2348,LINK,0.9
1960,2352,LINK,0.67
1960,2373,LINK,0.67
1960,2385,LINK,0.74
1960,2386,LINK,0.57
1960,2391,LINK,0.45
1960,2395,LINK,0.35
1960,2397,LINK,0.57
1960,2421,LINK,0.14
1960,2435,LINK,0.72
1960,2437,LINK,0.31
1960,2439,LINK,0.88
1960,2446,LINK,0.25
1960,2452,LINK,0.75
1960,2466,LINK,0.38
1960,2472,LINK,0.98
1960,2480,LINK,0.3
1960,2499,LINK,0.75
1960,2502,LINK,0.52
1960,2509,LINK,0.66
1960,2510,LINK,0.03
1960,2511,LINK,0.23
1960,2512,LINK,0.35
1960,2534,LINK,0.42
1960,2538,LINK,0.75
1960,2544,LINK,0.48
1960,2556,LINK,0.85
1960,2568,LINK,0.49
1960,2573,LINK,0.24
1960,2593,LINK,1
1960,2598,LINK,0.78
1960,2599,LINK,0.08
1960,2600,LINK,0.71
1960,2604,LINK,0.99
1960,2653,LINK,0.13
1961,1965,LINK,0.55
1961,1976,LINK,0.02
1961,2024,LINK,0.02
1961,2036,LINK,0.32
1961,2071,LINK,0.21
1961,2090,LINK,0.28
1961,2092,LINK,0.19
1961,2106,LINK,0.28
1961,2121,LINK,0.23
1961,2127,LINK,0.45
1961,2130,LINK,0.13
1961,2147,LINK,0.45
1961,2153,LINK,0.77
1961,2163,LINK,0.92
1961,2167,LINK,0.57
1961,2174,LINK,0.87
1961,2198,LINK,0.48
1961,2229,LINK,0.22
1961,2232,LINK,0.29
1961,2237,LINK,0.85
1961,2287,LINK,0.23
1961,2314,LINK,0.83
1961,2318,LINK,0.66
1961,2323,LINK,0.41
1961,2336,LINK,0.97
1961,2343,LINK,0.75
1961,2362,LINK,0.95
1961,2372,LINK,0.73
1961,2374,LINK,0.39
1961,2406,LINK,0.19
1961,2412,LINK,0.53
1961,2441,LINK,0.83
1961,2449,LINK,0.16
1961,2475,LINK,0.55
1961,2489,LINK,0.62
1961,2524,LINK,0.65
1961,2541,LINK,0.49
1961,2571,LINK,0.33
1961,2578,LINK,0.4
1961,2619,LINK,0.87
1961,2629,LINK,0.59
1961,2660,LINK,0.21
1962,2129,LINK,0.15
1962,2282,LINK,0.66
1962,2302,LINK,0.04
1962,2318,LINK,0.09
1962,2488,LINK,0.87
1962,2536,LINK,0.16
1963,1967,LINK,0.8
1963,1972,LINK,0.43
1963,1980,LINK,0.15
1963,1984,LINK,0.69
1963,1985,LINK,0.92
1963,1986,LINK,0.19
1963,1987,LINK,0.6
1963,1994,LINK,0.29
1963,2006,LINK,1
1963,2021,LINK,0.79
1963,2031,LINK,0.67
1963,2034,LINK,0.59
1963,2038,LINK,0.94
1963,2041,LINK,0.14
1963,2044,LINK,0.4
1963,2046,LINK,0.23
1963,2047,LINK,0.23
1963,2056,LINK,0.22
1963,2060,LINK,0.99
1963,2061,LINK,0.3
1963,2064,LINK,0.86
1963,2065,LINK,0.11
1963,2070,LINK,0.97
1963,2074,LINK,0.65
1963,2075,LINK,0.6
1963,2079,LINK,0.43
1963,2084,LINK,0.2
1963,2085,LINK,0.94
1963,2087,LINK,0.35
1963,2089,LINK,0.82
1963,2091,LINK,0.83
1963,2094,LINK,0.28
1963,2096,LINK,0.93
1963,2099,LINK,0.87
1963,2104,LINK,0.91
1963,2105,LINK,0.83
1963,2109,LINK,0.63
1963,2110,LINK,0.35
1963,2113,LINK,0.16
1963,2116,LINK,0.22
1963,2119,LINK,0.84
1963,2122,LINK,0.64
1963,2123,LINK,0.23
1963,2124,LINK,0.81
1963,2125,LINK,0.7
1963,2132,LINK,0.35
1963,2137,LINK,0.58
1963,2140,LINK,0.84
1963,2141,LINK,0.19
1963,2143,LINK,0.72
1963,2151,LINK,0.92
1963,2155,LINK,0.27
1963,2165,LINK,0.36
1963,2166,LINK,0.16
1963,2173,LINK,0.1
1963,2180,LINK,0.68
1963,2185,LINK,0.26
1963,2189,LINK,0.39
1963,2191,LINK,0.25
1963,2201,LINK,0.8
1963,2202,LINK,0.4
1963,2207,LINK,0.8
1963,2211,LINK,0.79
1963,2213,LINK,0.58
1963,2214,LINK,0.21
1963,2217,LINK,0.58
1963,2219,LINK,0.14
1963,2221,LINK,0.4
1963,2230,LINK,0.8
1963,2234,LINK,0.73
1963,2241,LINK,0.82
1963,2245,LINK,0.82
1963,2254,LINK,0.64
1963,2258,LINK,0.67
1963,2262,LINK,0.47
1963,2267,LINK,0.58
1963,2272,LINK,0.72
1963,2276,LINK,0.04
1963,2277,LINK,0.05
1963,2279,LINK,0.04
1963,2291,LINK,0.36
1963,2300,LINK,0.85
1963,2308,LINK,0.63
1963,2309,LINK,0.92
1963,2310,LINK,0.55
1963,2324,LINK,0.22
1963,2325,LINK,0.24
1963,2327,LINK,0.38
1963,2330,LINK,0.59
1963,2332,LINK,0.21
1963,2335,LINK,0.76
1963,2340,LINK,0.75
1963,2341,LINK,0.46
1963,2348,LINK,0.96
1963,2351,LINK,0.44
1963,2353,LINK,0.75
1963,2354,LINK,0.29
1963,2355,LINK,0.03
1963,2357,LINK,0.39
1963,2360,LINK,0.14
1963,2364,LINK,0.15
1963,2370,LINK,0.33
1963,2371,LINK,0.44
1963,2375,LINK,0.57
1963,2377,LINK,0.26
1963,2382,LINK,0.96
1963,2387,LINK,0.04
1963,2392,LINK,0.39
1963,2396,LINK,0.67
1963,2405,LINK,0.54
1963,2409,LINK,0.11
1963,2410,LINK,0.17
1963,2411,LINK,0.3
1963,2415,LINK,0.19
1963,2419,LINK,0.39
1963,2424,LINK,0.57
1963,2429,LINK,0.62
1963,2431,LINK,0.97
1963,2434,LINK,0.93
1963,2447,LINK,0.65
1963,2461,LINK,0.53
1963,2463,LINK,0.66
1963,2465,LINK,0.89
1963,2468,LINK,0.93
1963,2469,LINK,0.06
1963,2470,LINK,0.24
1963,2478,LINK,0.3
1963,2483,LINK,0.07
1963,2485,LINK,0.55
1963,2486,LINK,0.9
1963,2493,LINK,0.86
1963,2496,LINK,0.14
1963,2501,LINK,0.9
1963,2505,LINK,0.5
1963,2507,LINK,0.31
1963,2508,LINK,0.14
1963,2521,LINK,0.27
1963,2522,LINK,0.21
1963,2527,LINK,0.68
1963,2533,LINK,0.76
1963,2537,LINK,0.65
1963,2540,LINK,0.18
1963,2543,LINK,0.93
1963,2544,LINK,0.77
1963,2547,LINK,0.42
1963,2550,LINK,0.07
1963,2551,LINK,0.39
1963,2552,LINK,0.32
1963,2554,LINK,0.73
1963,2555,LINK,0.98
1963,2557,LINK,1
1963,2560,LINK,0.23
1963,2561,LINK,0.09
1963,2562,LINK,0.14
1963,2564,LINK,0.86
1963,2565,LINK,0.03
1963,2574,LINK,0.92
1963,2579,LINK,0.65
1963,2580,LINK,0.43
1963,2587,LINK,0.76
1963,2591,LINK,0.85
1963,2594,LINK,0.21
1963,2601,LINK,0.47
1963,2602,LINK,0.81
1963,2603,LINK,0.35
1963,2605,LINK,0.07
1963,2607,LINK,0.38
1963,2608,LINK,0.77
1963,2612,LINK,0.23
1963,2614,LINK,0.84
1963,2616,LINK,0.79
1963,2620,LINK,0.31
1963,2625,LINK,0.29
1963,2626,LINK,0.47
1963,2631,LINK,0.41
1963,2639,LINK,0.18
1963,2647,LINK,0.77
1963,2655,LINK,0.73
1963,2656,LINK,0.8
1964,1972,LINK,0.17
1964,1994,LINK,0.71
1964,2021,LINK,0.95
1964,2034,LINK,0.92
1964,2057,LINK,0.36
1964,2060,LINK,0.79
1964,2061,LINK,0.95
1964,2064,LINK,0.68
1964,2065,LINK,0.41
1964,2070,LINK,0.14
1964,2074,LINK,0.58
1964,2075,LINK,0.35
1964,2078,LINK,0.72
1964,2089,LINK,0.49
1964,2094,LINK,0.57
1964,2099,LINK,0.02
1964,2109,LINK,0.04
1964,2110,LINK,0.54
1964,2119,LINK,0.75
1964,2122,LINK,0.81
1964,2123,LINK,0.11
1964,2124,LINK,0.25
1964,2125,LINK,0.42
1964,2132,LINK,0.2
1964,2140,LINK,0.01
1964,2141,LINK,0.04
1964,2143,LINK,0.53
1964,2155,LINK,0.25
1964,2173,LINK,0.34
1964,2191,LINK,0.2
1964,2202,LINK,0.83
1964,2219,LINK,0.19
1964,2234,LINK,0.29
1964,2238,LINK,0.85
1964,2241,LINK,0.19
1964,2245,LINK,0.47
1964,2254,LINK,0.57
1964,2276,LINK,0.28
1964,2279,LINK,0.8
1964,2291,LINK,0.04
1964,2307,LINK,0.53
1964,2308,LINK,0.65
1964,2309,LINK,0.26
1964,2310,LINK,0.27
1964,2324,LINK,0.44
1964,2325,LINK,0.43
1964,2327,LINK,0.81
1964,2332,LINK,0.73
1964,2340,LINK,0.71
1964,2341,LINK,0.31
1964,2355,LINK,0.65
1964,2370,LINK,0.7
1964,2394,LINK,0.16
1964,2396,LINK,0.76
1964,2410,LINK,0.23
1964,2411,LINK,0.25
1964,2429,LINK,0.73
1964,2447,LINK,0.73
1964,2461,LINK,0.7
1964,2463,LINK,0.29
1964,2465,LINK,0.84
1964,2469,LINK,0.66
1964,2486,LINK,0.06
1964,2496,LINK,0.11
1964,2501,LINK,0.69
1964,2507,LINK,0.09
1964,2508,LINK,0.37
1964,2543,LINK,0.61
1964,2554,LINK,0.88
1964,2561,LINK,0.26
1964,2565,LINK,0.55
1964,2574,LINK,0.5
1964,2579,LINK,0.58
1964,2587,LINK,0.89
1964,2591,LINK,0.66
1964,2602,LINK,0.54
1964,2605,LINK,0.19
1964,2608,LINK,0.77
1964,2639,LINK,0.77
1964,2647,LINK,0.94
1964,2656,LINK,0.4
1965,1966,LINK,0.55
1965,1975,LINK,0.2
1965,1978,LINK,0.15
1965,2008,LINK,0.52
1965,2024,LINK,0.54
1965,2032,LINK,0.21
1965,2036,LINK,0.08
1965,2037,LINK,0.95
1965,2039,LINK,0.4
1965,2043,LINK,0.54
1965,2048,LINK,0.06
1965,2067,LINK,0.22
1965,2082,LINK,0.8
1965,2086,LINK,0.17
1965,2092,LINK,0.93
1965,2118,LINK,1
1965,2127,LINK,0.38
1965,2128,LINK,0.44
1965,2134,LINK,0.61
1965,2139,LINK,0.11
1965,2142,LINK,0.64
1965,2146,LINK,0.26
1965,2150,LINK,0.9
1965,2163,LINK,0.4
1965,2175,LINK,0.76
1965,2177,LINK,0.43
1965,2186,LINK,0.33
1965,2187,LINK,0.42
1965,2190,LINK,0.45
1965,2198,LINK,0.38
1965,2210,LINK,0.12
1965,2212,LINK,0.32
1965,2215,LINK,0.66
1965,2220,LINK,0.22
1965,2227,LINK,0.49
1965,2229,LINK,0.9
1965,2233,LINK,0.98
1965,2237,LINK,0.09
1965,2243,LINK,0.15
1965,2257,LINK,0.87
1965,2266,LINK,0.34
1965,2269,LINK,0.9
1965,2280,LINK,0.64
1965,2283,LINK,0.53
1965,2289,LINK,0.86
1965,2290,LINK,0.12
1965,2292,LINK,0.02
1965,2293,LINK,0.57
1965,2297,LINK,0.29
1965,2303,LINK,0.93
1965,2311,LINK,0.49
1965,2314,LINK,0.53
1965,2318,LINK,0.96
1965,2319,LINK,0.39
1965,2323,LINK,0.03
1965,2326,LINK,0.58
1965,2336,LINK,0.77
1965,2343,LINK,0.25
1965,2346,LINK,0.64
1965,2362,LINK,0.49
1965,2363,LINK,0.22
1965,2367,LINK,0.97
1965,2368,LINK,0.08
1965,2372,LINK,0.55
1965,2385,LINK,0.35
1965,2399,LINK,0.27
1965,2407,LINK,0.82
1965,2417,LINK,0.84
1965,2420,LINK,0.66
1965,2426,LINK,0.72
1965,2441,LINK,0.08
1965,2449,LINK,0.63
1965,2454,LINK,0.41
1965,2489,LINK,0.41
1965,2499,LINK,0.71
1965,2506,LINK,0.16
1965,2515,LINK,0.68
1965,2518,LINK,0.51
1965,2526,LINK,0.02
1965,2541,LINK,0.83
1965,2558,LINK,0.89
1965,2567,LINK,0.35
1965,2590,LINK,0.61
1965,2609,LINK,0.73
1965,2611,LINK,0.02
1965,2613,LINK,0.36
1965,2619,LINK,0.6
1965,2638,LINK,0.92
1965,2643,LINK,0.54
1965,2652,LINK,0.35
1966,1976,LINK,0.44
1966,2050,LINK,0.55
1966,2115,LINK,0.9
1966,2127,LINK,0.88
1966,2134,LINK,0.47
1966,2167,LINK,0.5
1966,2177,LINK,0.6
1966,2232,LINK,0.29
1966,2287,LINK,0.74
1966,2290,LINK,0.74
1966,2314,LINK,0.1
1966,2323,LINK,0.77
1966,2326,LINK,0.67
1966,2336,LINK,0.83
1966,2362,LINK,0.64
1966,2475,LINK,0.12
1966,2558,LINK,0.91
1966,2657,LINK,0.84
1967,1972,LINK,0.12
1967,1984,LINK,0.34
1967,1985,LINK,0.52
1967,1986,LINK,0.85
1967,1987,LINK,0.89
1967,1990,LINK,0.99
1967,1994,LINK,0.61
1967,1998,LINK,0.7
1967,2006,LINK,0.81
1967,2021,LINK,0.29
1967,2031,LINK,0.32
1967,2034,LINK,0.07
1967,2038,LINK,0.43
1967,2041,LINK,0.32
1967,2044,LINK,0.16
1967,2045,LINK,0.78
1967,2046,LINK,0.8
1967,2059,LINK,0.23
1967,2060,LINK,0.53
1967,2061,LINK,0.6
1967,2063,LINK,0.93
1967,2064,LINK,0.4
1967,2065,LINK,0.43
1967,2070,LINK,0.05
1967,2074,LINK,0.78
1967,2075,LINK,0.56
1967,2079,LINK,0.2
1967,2084,LINK,0.36
1967,2085,LINK,0.98
1967,2089,LINK,0.39
1967,2091,LINK,0.4
1967,2094,LINK,0
1967,2096,LINK,0.64
1967,2104,LINK,0.89
1967,2105,LINK,0.9
1967,2109,LINK,0.16
1967,2110,LINK,0.02
1967,2113,LINK,0.86
1967,2116,LINK,0.5
1967,2119,LINK,0.24
1967,2122,LINK,0.65
1967,2124,LINK,0.01
1967,2125,LINK,0.43
1967,2132,LINK,0.37
1967,2140,LINK,0.52
1967,2141,LINK,0.12
1967,2143,LINK,0.4
1967,2151,LINK,0.74
1967,2155,LINK,0.44
1967,2165,LINK,0.02
1967,2166,LINK,0.05
1967,2173,LINK,0.29
1967,2185,LINK,0.92
1967,2191,LINK,0.03
1967,2202,LINK,0.86
1967,2207,LINK,0.81
1967,2211,LINK,0.47
1967,2213,LINK,0.23
1967,2219,LINK,0.99
1967,2221,LINK,0.35
1967,2230,LINK,0.41
1967,2234,LINK,0.09
1967,2241,LINK,0.69
1967,2245,LINK,0.31
1967,2254,LINK,0.11
1967,2258,LINK,0.96
1967,2262,LINK,0.41
1967,2267,LINK,0.89
1967,2272,LINK,0.62
1967,2276,LINK,0.9
1967,2277,LINK,0.08
1967,2279,LINK,0.56
1967,2291,LINK,0.62
1967,2300,LINK,0.31
1967,2307,LINK,0.28
1967,2308,LINK,0.08
1967,2309,LINK,0.77
1967,2310,LINK,0.37
1967,2324,LINK,0.86
1967,2325,LINK,0.12
1967,2327,LINK,0.58
1967,2332,LINK,0.45
1967,2340,LINK,0.61
1967,2341,LINK,0.21
1967,2348,LINK,0.92
1967,2349,LINK,0.29
1967,2353,LINK,0.33
1967,2354,LINK,0.38
1967,2355,LINK,0.72
1967,2357,LINK,0.1
1967,2360,LINK,0.18
1967,2364,LINK,0.51
1967,2370,LINK,0.25
1967,2371,LINK,0.01
1967,2375,LINK,0.72
1967,2377,LINK,0.46
1967,2382,LINK,0.94
1967,2387,LINK,0.29
1967,2388,LINK,0.6
1967,2405,LINK,0.08
1967,2410,LINK,0.56
1967,2411,LINK,0.5
1967,2415,LINK,0.59
1967,2424,LINK,0.16
1967,2428,LINK,0.17
1967,2429,LINK,0.46
1967,2430,LINK,0.31
1967,2434,LINK,0.72
1967,2447,LINK,0.48
1967,2450,LINK,0.93
1967,2455,LINK,0.56
1967,2463,LINK,0.67
1967,2465,LINK,0.38
1967,2468,LINK,0.48
1967,2469,LINK,0.08
1967,2470,LINK,0.67
1967,2477,LINK,0.09
1967,2479,LINK,0.52
1967,2485,LINK,0.23
1967,2493,LINK,0.4
1967,2500,LINK,0.64
1967,2501,LINK,0.33
1967,2505,LINK,0.8
1967,2507,LINK,0.59
1967,2508,LINK,0.7
1967,2521,LINK,0.51
1967,2522,LINK,0.21
1967,2527,LINK,0.25
1967,2537,LINK,0.41
1967,2543,LINK,0.28
1967,2550,LINK,0.84
1967,2551,LINK,0.24
1967,2552,LINK,0.33
1967,2553,LINK,0.22
1967,2554,LINK,0.59
1967,2560,LINK,0.91
1967,2561,LINK,0.11
1967,2562,LINK,0.96
1967,2564,LINK,0.22
1967,2565,LINK,0.75
1967,2574,LINK,0.97
1967,2576,LINK,0.64
1967,2577,LINK,0.28
1967,2579,LINK,0.31
1967,2580,LINK,0.87
1967,2582,LINK,0.68
1967,2587,LINK,0.34
1967,2591,LINK,0.38
1967,2594,LINK,0.6
1967,2601,LINK,0.21
1967,2602,LINK,0.06
1967,2603,LINK,0.1
1967,2605,LINK,0.97
1967,2608,LINK,0.78
1967,2612,LINK,0.05
1967,2616,LINK,0.23
1967,2620,LINK,0.67
1967,2625,LINK,0.44
1967,2626,LINK,0.19
1967,2631,LINK,0.87
1967,2632,LINK,0.25
1967,2655,LINK,0.9
1967,2656,LINK,0.25
1969,1974,LINK,0.25
1969,1977,LINK,0.44
1969,1981,LINK,0.72
1969,1996,LINK,0.09
1969,2000,LINK,0.48
1969,2002,LINK,0.67
1969,2007,LINK,0.55
1969,2010,LINK,0.35
1969,2019,LINK,0.46
1969,2023,LINK,0.51
1969,2025,LINK,0.41
1969,2144,LINK,0.3
1969,2160,LINK,0.63
1969,2172,LINK,0.72
1969,2203,LINK,0.25
1969,2366,LINK,0.27
1969,2379,LINK,0.37
1969,2390,LINK,0.2
1969,2448,LINK,0.04
1969,2460,LINK,0.7
1969,2473,LINK,0.73
1969,2586,LINK,0.33
1969,2621,LINK,0.14
