start,end
1164,3327
3648,3078
3290,3113
1761,1360
3739,1862
2075,1341
282,494
1683,3361
133,2899
391,972
148,2217
3949,3114
2474,3201
221,1754
3291,349
3535,2950
3407,1403
3864,549
878,866
1737,3089
942,66
1272,1531
1140,1004
551,2942
764,689
2646,42
1202,1579
3338,3570
2660,2812
3347,2534
1607,1854
204,32
3919,1378
1348,2920
828,3350
105,2614
425,3154
2722,3009
1484,655
3519,3131
3602,1837
1243,2398
3427,3263
3614,1055
2046,1492
2079,327
2273,3720
3523,3796
2215,3866
3471,2493
3123,3281
1232,198
1124,1582
418,3070
1868,1206
1825,3109
1019,3827
2175,40
3291,2847
2765,2755
2357,1418
364,487
1834,3140
145,1682
3628,1388
1190,2486
1774,3791
1738,629
2636,1828
3314,1394
2583,3458
3464,3055
1381,3885
57,2958
2641,796
2452,2784
2550,3194
1542,3323
2555,3892
3081,2302
1611,861
3685,3984
3745,261
806,1741
1424,3480
1609,2212
126,1359
3358,3643
426,3526
2891,860
1830,3026
3476,1547
2492,2527
1951,1256
2355,2817
2352,1208
392,3308
858,2569
1837,2388
2518,546
454,3954
3346,3154
2565,2675
2625,62
2055,1859
1946,2418
3524,2204
28,768
1589,319
388,3439
2888,2624
2541,3760
3911,3702
576,592
1448,2741
3008,243
3396,2295
3911,4025
1500,1469
449,1641
1907,2427
3540,1861
1780,2537
109,1511
3381,2881
1866,1691
1731,841
712,1204
2036,948
2259,1131
943,1131
3914,2480
3956,1330
887,713
305,3124
1576,1723
1704,2891
2760,2832
334,1581
2145,1335
1570,1198
1652,3961
3891,4008
3650,2761
2664,3915
2523,2090
999,1499
1751,3437
46,2269
139,1044
393,270
648,3339
650,415
159,1542
1465,1738
2300,602
2726,3805
2399,3305
3734,2338
2383,2344
3020,2099
3707,3026
3929,1361
1998,1578
2488,3374
1352,1004
543,2899
2576,963
3398,1133
405,3413
1162,1054
3544,3915
2645,2705
1319,939
50,109
2465,289
1189,4014
2283,1439
767,1138
3462,3282
2118,2150
136,228
3198,1110
999,3118
3961,3778
1493,3403
1643,3822
1726,132
1192,1691
73,2614
411,2030
1187,587
2761,3047
1260,3738
3684,1490
2143,2413
2029,3939
532,3041
1079,627
20,2481
1023,2762
581,2479
3426,195
2427,2882
1976,3940
1705,2115
3280,972
1168,1306
2472,3695
2192,3818
170,1651
2293,62
1023,3359
3565,2191
1525,3479
3497,2394
3353,1781
2020,55
1266,369
2499,481
965,3991
124,3683
1988,1594
692,3641
3077,2504
3074,1627
2963,2839
523,3194
3876,3511
4019,2532
2079,2474
2764,2585
290,3055
3696,2294
984,3716
436,1482
2565,2835
2036,3880
3983,3402
3675,3072
2671,845
1183,3247
1593,1719
507,2001
1360,3735
2624,2929
2478,2106
3262,3609
2846,1997
3683,3271
1286,966
2615,2875
930,3910
1867,376
2801,2977
2599,1254
3637,2561
3705,2875
3943,1926
3264,711
2998,1594
1964,1701
554,1535
2840,746
2017,159
1167,2659
2249,499
2972,3248
1224,2873
2919,3370
2710,2849
1490,1460
3565,1009
129,1418
368,2716
1169,3716
569,607
1260,250
3021,2996
769,3935
3132,892
3901,3962
2552,2517
662,2412
4005,3036
2302,2982
3066,1151
3791,665
2051,3587
1457,3089
3511,189
2446,318
305,3771
3707,2451
3995,1238
775,1555
2945,3825
83,2346
3603,3322
1126,2751
334,3481
4030,1149
2576,793
2486,2378
2876,883
454,3443
2998,2077
3749,847
2322,3750
3242,776
24,109
2359,3317
1097,2626
3079,2919
2492,204
1955,1266
2342,3598
3982,2475
3709,1214
2446,1775
1695,2523
1076,201
2100,4008
1357,270
3380,3397
3428,2188
850,1891
3333,2660
2988,3600
2812,3225
1766,2507
3914,1466
261,3423
1371,379
1244,3526
3159,778
662,3990
1480,2847
702,2853
3794,3285
3261,161
3125,2671
603,1536
3622,1905
2815,3358
1754,3038
2847,315
3677,1130
1587,2620
4031,451
574,708
184,189
1138,3148
634,2818
3530,3258
1913,1530
3581,3036
1987,355
3156,3923
2229,2102
2504,358
2771,3118
192,3002
2016,2738
68,899
2051,2207
2428,602
1189,356
2227,2894
3604,3676
956,2792
1777,2386
1652,3087
2109,174
3652,2676
2300,2276
2460,1085
2847,1427
13,1747
2631,1298
273,3929
1134,2131
1626,388
1448,2051
45,2103
3453,1271
2151,3546
244,9
155,2824
2033,3473
3654,3425
3580,307
1107,726
1721,3536
3018,1679
3404,1995
24,3821
3763,699
1141,2058
2580,3477
1105,3858
1921,615
48,1594
3540,3772
1156,2404
2957,440
2774,1742
770,1003
445,3092
2388,865
1257,3651
3847,3754
1592,3109
747,1107
1671,3967
1483,552
2106,1576
3257,2115
1072,3747
110,779
2063,2602
361,1002
2641,2953
2224,620
3426,3448
1203,2415
2118,321
2580,3023
4023,3903
971,1820
2869,3781
2764,3738
2102,289
467,680
2153,1818
2849,3867
627,3074
2529,1169
2906,2964
1143,2947
1325,2236
3838,705
355,1250
92,995
3534,3292
2531,41
933,703
2192,206
748,981
3029,211
2612,611
3616,2334
3727,2374
895,3891
2040,2207
1101,2934
1532,1167
2347,226
1947,2687
56,551
593,2650
149,3377
239,2002
1401,3750
2944,433
1330,325
1429,2087
3847,3422
3256,1711
591,3590
1054,3691
2166,1209
3916,1614
1432,3429
3671,3466
21,2877
3372,3300
226,1053
1971,1028
606,3470
532,526
67,1230
389,2919
887,2149
3040,3218
1354,1195
2335,1833
3254,897
85,3861
2612,1089
3108,3090
2204,3228
3205,3913
1460,868
1233,2684
43,3353
3262,2858
1087,2727
3579,1347
3140,1181
3442,71
4021,1991
1777,2196
2014,4025
3306,529
3767,3327
3595,1298
919,781
3320,93
2835,1976
982,3685
1677,2709
698,39
2226,80
849,3141
156,1754
217,906
2530,894
3114,2863
3693,2349
3857,2166
3498,3633
2770,1499
1509,1366
1881,1572
115,3514
197,3169
1620,2528
318,3762
2436,1888
3676,863
2805,1247
1508,1580
1151,3088
340,3201
90,1386
614,3967
1559,2750
1782,2879
334,758
3762,2700
2222,1434
1308,2080
1384,1904
3903,2203
2789,2143
1608,116
1955,3100
503,2912
3783,3300
3197,851
2498,3118
3467,1952
2374,2566
2102,1237
1653,918
2833,3341
2007,449
142,3483
2266,3516
2721,2807
1916,1212
2553,772
1674,736
251,1902
212,2225
1633,2574
3204,828
2696,1647
3833,2645
1137,3894
307,762
1564,2281
3874,498
3608,592
2631,1600
3801,2937
1820,72
1170,2533
2279,3793
3008,2201
3116,1683
2852,1334
3552,84
68,3940
2249,816
3585,2031
179,556
3063,1851
4010,2031
2120,1142
3555,3066
3437,3346
2878,1945
1647,2437
1712,106
581,3815
145,893
812,2437
74,2599
2051,3734
1826,4011
2419,3129
3515,3918
2603,451
1999,3103
601,421
1163,178
985,470
2336,2422
1794,3331
85,3000
3192,4006
2969,1247
3197,3435
3347,3452
1888,2342
1070,2361
3237,1908
1844,140
2017,626
1757,3386
433,3154
704,3525
3971,490
3651,62
3793,3026
1336,3365
3016,278
2969,2911
2581,104
2566,2264
1200,4023
1788,2199
1482,1796
1085,3745
3352,565
594,2437
1823,3644
3424,2644
3863,31
1550,3859
3287,941
2883,1429
3939,2266
2970,1365
3287,2336
538,3195
254,1048
2872,3244
3931,514
1829,2807
2613,2389
2566,3867
3134,820
3794,2752
2262,1410
771,3362
1660,3620
1391,183
1258,2957
1419,2313
3214,2509
1770,1666
829,2285
871,3304
2080,2132
1748,574
2231,1764
3683,3628
1361,297
256,2514
1102,2612
3426,1583
3696,3165
2221,1745
195,1873
3206,3069
1665,1072
1065,1373
1081,3536
3947,2057
4019,3034
2377,2596
62,281
1365,2236
279,104
3298,3514
205,3159
1780,1667
961,672
231,1505
1419,2819
583,73
3474,2121
2421,1255
2983,258
2269,3199
470,3286
2557,3703
3587,2568
2506,356
2737,2670
2513,1252
3206,3700
2872,147
563,1139
471,363
2540,2107
2846,696
1122,986
812,1093
2314,3596
1065,3988
873,1608
1112,67
3345,3692
3527,1664
4016,2028
615,1758
1865,2476
725,2551
2477,3231
2954,1974
3626,207
251,1579
188,3177
1924,1871
747,703
1081,2277
1088,2662
1593,3624
3748,1170
3177,592
1499,1552
654,3390
2086,3891
1931,1409
2229,2663
1511,2113
1739,3949
1255,353
3522,1226
398,303
402,3440
947,2644
3131,326
1947,673
2895,2633
2135,1301
3389,479
3362,426
2708,2606
3788,682
2594,1769
50,880
120,1143
3856,2065
3899,1967
88,229
1155,1576
2628,545
183,2529
2915,2258
170,446
582,2016
3636,682
2459,1253
1135,963
1857,1283
2626,809
696,998
581,56
203,3925
1465,1741
2229,589
3604,780
2617,730
4028,1380
1173,1636
3536,2953
3139,2798
149,2420
1919,2540
3858,2439
2845,197
2449,2652
1259,2779
901,2092
3177,3694
837,3701
59,1039
2696,401
1046,704
3671,851
3385,3965
1694,469
526,3720
3618,3805
3005,2120
3332,103
2650,2668
1083,3498
2214,390
2852,3800
2433,2719
1460,2794
1310,139
3915,2648
3164,114
2039,3869
2026,254
1974,3806
3196,3917
4000,2985
3762,3471
3623,493
2862,2742
2421,136
1953,2622
1019,1461
1045,2
2923,965
657,2535
729,509
3825,281
1147,1971
1915,3080
731,1457
1001,417
2239,1753
2127,546
621,1521
594,928
1882,1443
2155,3828
4025,2240
1540,2040
75,3276
3078,2870
791,3843
513,717
1661,311
2859,3612
3346,2323
3255,1373
139,2985
3963,1323
1917,1048
2939,3846
3941,1737
788,4
1319,1060
770,1849
2502,1383
387,611
3581,2408
2901,696
3396,1542
1847,380
3518,2957
3595,2892
3597,594
1397,430
599,3168
2585,497
1887,3946
2304,1892
162,1170
405,3249
3225,436
2810,97
1352,2031
2413,1228
1561,1859
2673,1906
1581,1288
3860,1601
295,2230
163,1760
2449,3356
2493,805
329,782
2616,2795
142,2977
1588,2267
1241,1890
1394,3771
3852,3824
2208,716
2002,3038
1565,2800
258,1949
3302,3728
733,3818
1517,2476
3456,856
3870,700
523,275
471,13
362,3353
1000,126
3718,1526
3943,2993
1155,14
2364,3648
2186,2829
3773,3709
1127,2136
2866,3762
3109,1381
881,1866
107,1838
3641,2454
1311,3512
3367,567
1898,2946
2926,844
1800,560
1478,208
182,124
976,1739
1757,3198
957,1755
63,1964
1253,1116
1609,2406
1103,3405
2270,1967
3140,249
1925,504
3127,1762
2649,3639
1961,481
105,1396
1572,3345
3401,2604
3789,3605
1705,3957
3987,3634
113,1813
1430,3561
1807,1451
1275,1120
2745,103
2034,168
1793,3281
2116,3029
3997,3072
784,2598
1285,3717
2615,781
3671,3480
1796,213
45,1285
1331,2978
3889,2141
728,1657
1711,1258
3465,3216
1906,1765
2828,3019
876,1550
2633,1795
1600,22
2427,3047
2440,3026
239,996
52,2695
3290,2757
886,1799
1667,2433
474,3159
1469,2974
849,2938
3676,1248
3679,3234
3394,1212
867,62
710,3130
3042,2826
3568,1534
912,545
3259,2947
2712,2121
916,1538
547,811
2836,1540
3688,1887
972,291
1882,2487
973,3911
1154,1528
2028,2265
574,3324
27,796
1149,777
2096,1856
1576,4036
2346,1444
2405,3709
3869,924
3044,2459
3619,2679
1384,2089
1604,3378
3320,644
1971,3619
2702,50
3281,1099
2952,762
250,461
397,782
3825,1717
631,2561
1243,3665
3201,2378
333,968
3272,624
3590,1582
3791,2810
1897,2508
1648,2984
3699,823
3281,612
3025,2333
3409,1686
1303,411
1686,178
1174,1276
1087,3433
1197,11
3739,323
3630,3399
809,1715
755,722
1707,3489
870,3583
3699,3281
927,3540
1046,2943
3716,434
545,316
1199,3920
1337,3004
3290,3989
1037,3529
3503,2257
260,1823
602,262
2095,2622
359,2861
3047,344
3689,3675
1995,521
2727,1963
51,3317
1000,596
1145,3211
2374,1677
2351,797
663,3291
1864,2435
15,1085
3844,480
1935,489
3234,3146
3973,1535
2397,2719
3462,1715
106,3515
896,351
2487,2813
562,3152
669,2147
3634,2655
4,1085
373,983
2196,3955
980,2879
3820,1405
679,1314
1039,3008
3706,4021
1450,3620
205,536
3453,1969
2438,2729
1063,851
3815,2773
13,396
670,2172
2534,1249
2735,922
524,872
670,415
1543,792
857,992
236,3163
915,381
470,2059
2217,876
2436,2843
2200,2359
631,3056
1286,848
2498,1343
3564,3055
2211,1337
3014,265
108,1687
1752,2810
3570,3917
1718,3515
1568,2061
3570,1655
2766,1910
1678,2521
70,850
1265,1046
1416,876
2591,947
227,1537
3034,581
3462,2674
1892,855
252,2849
3986,1359
2811,1732
917,1525
2263,2996
455,758
2390,2497
2885,2565
2983,2027
4021,1770
3358,477
2348,1977
2870,2656
3526,3865
2920,1663
3131,3853
3295,1007
1923,1937
791,2129
3969,3704
2715,1764
3630,1657
2418,2727
3858,901
1325,1597
3557,1078
825,171
2938,3553
1042,892
1865,1974
3937,946
2803,2808
44,2757
1021,468
2965,2405
1632,3182
878,2921
3645,2412
3651,58
1501,2169
3019,2788
1848,3089
2124,3739
771,1239
319,1034
2626,974
1843,3550
3090,2722
3929,3384
3112,3624
2295,1186
1756,3046
1837,1722
134,2717
654,587
3596,3731
3055,2450
2762,101
1243,1218
1811,2423
3829,1231
71,3225
1203,347
2312,641
1524,3695
2446,820
2548,659
808,1554
605,3429
984,3814
1772,189
1918,512
2598,748
3374,3273
1653,3688
2152,248
2826,3671
839,948
3688,3314
1981,3913
3215,486
4017,1356
704,1583
834,2054
2328,1392
2666,1836
1933,5
3464,2382
4026,1796
3209,2431
1660,2692
1560,865
195,2019
2170,1611
1704,2029
102,1660
2438,2435
1172,476
3329,3068
3639,3322
3584,1948
3442,823
2094,2560
2294,1919
3106,167
406,674
2031,1748
1766,1476
162,1892
799,3902
1632,3288
66,2485
2787,3216
3306,3910
3092,2775
1792,425
2702,770
899,178
3270,1482
2396,3144
1708,3076
3059,1248
3826,2990
1570,3809
1438,1861
3196,675
2792,2192
36,744
3213,2322
2448,2139
750,3901
2403,2215
1147,1447
3667,3313
2026,1856
1946,2745
925,542
184,243
1724,3918
2997,340
46,1337
1997,959
2407,2360
3639,4036
3873,1816
1683,2176
3709,1772
458,3146
1976,1330
3568,2905
2016,1384
2727,2327
2234,354
2147,2291
1688,2588
2136,10
1752,2231
3895,2562
2324,3367
295,4012
1083,2826
1343,2365
2904,2437
371,2411
1570,1086
3427,806
2233,1110
2756,869
1103,76
2856,59
3528,807
3052,3190
3684,2369
124,2007
1921,687
900,2927
2343,1689
1841,258
1573,846
3441,3916
4034,3876
2005,1710
547,2903
2602,853
750,1488
64,2012
1854,1127
1357,687
1390,1318
15,2110
2921,2837
723,3993
256,714
1778,251
109,3003
3986,2593
3257,3485
1999,2387
2675,312
3263,1361
356,2772
1218,1208
3219,2267
221,49
3481,2529
3354,1948
1855,114
1515,431
1380,1405
3044,2344
187,2623
1178,1112
934,445
217,2383
2610,3912
3907,317
2045,3986
1660,710
2717,1419
2032,2063
947,3117
1338,2642
3380,1785
3255,2166
1641,1748
1967,2403
213,98
3284,468
2096,1383
3851,379
979,3229
498,146
1187,1083
3908,1167
1876,121
2664,1555
537,2794
923,1899
247,1877
1110,3743
1891,3732
2031,945
361,684
3447,3210
2031,729
1373,3758
250,2333
1211,795
480,1709
2793,3469
2183,3733
709,783
3577,3301
644,2306
2868,925
3130,1798
936,58
781,1169
486,1605
3439,2542
28,1569
3844,3245
1113,3643
1678,2701
1470,412
1094,2738
2395,739
3899,807
91,94
2017,936
2283,130
1605,310
1185,3592
1795,1459
3294,2649
3763,1930
1335,87
3848,737
3085,1329
3940,1846
3880,564
1972,558
4025,2496
119,1162
10,3228
1324,2780
1769,967
3323,440
3753,1287
441,2332
1121,2734
2510,888
911,3769
2164,1509
249,2133
215,3742
828,419
3279,2146
670,2550
2882,1386
299,2441
854,2934
1260,2239
3230,3186
3081,3731
3450,831
3279,2426
2650,2040
1890,1805
3291,3373
1936,2971
3194,3504
2385,572
1227,1886
2926,2562
90,1696
733,3615
1856,1635
55,391
3053,3185
2158,1770
2826,3454
3267,1515
722,3228
2148,2585
966,576
3463,3380
3425,1646
2386,3838
1588,916
2417,3763
926,3456
3155,2464
1050,845
2033,2471
134,3729
4024,3151
1286,3323
3394,2184
2022,507
3954,1137
1193,1341
1276,3329
1096,3309
3567,4017
831,978
259,3191
2609,3411
155,2605
3494,3031
408,3063
1181,607
2991,2802
2606,1940
3011,3043
3731,577
632,1075
560,2229
636,796
1658,2730
109,1532
1352,3669
3026,1711
697,323
443,2242
3271,1776
1857,2402
1650,300
1453,3391
334,1709
1520,3253
2237,2239
698,3226
1494,89
2211,1540
1546,1392
747,1434
574,979
234,3054
4017,3421
3818,1848
2800,1519
986,588
3513,1105
2643,2802
1961,1260
2164,693
60,1845
1862,3560
3134,447
1681,2169
2901,2332
3262,2166
3887,1591
3794,174
3114,145
3794,3357
387,3991
1563,2051
2964,563
3399,2282
3439,10
2674,2735
312,2678
3394,3163
2815,3089
529,258
3901,2478
1994,543
3406,3302
1310,335
1717,3638
1296,2604
3133,3588
2512,1379
1212,3862
1528,3909
3816,2996
2452,1249
3144,1698
3580,2942
1936,472
2541,2428
3092,3538
3485,1836
756,462
3117,3770
58,2460
2175,3566
123,2422
3169,1964
2153,1288
3337,3999
100,452
3345,2840
2014,3405
154,1182
373,1259
1396,2523
1749,3515
1890,3429
4002,24
2303,1066
802,629
2997,1370
632,1738
1493,3406
1521,1310
2044,3590
2735,443
1886,2457
2748,2421
104,2080
3924,2521
1874,1553
310,3025
896,3048
281,2075
3984,1070
627,2943
2297,686
2598,2541
3914,3052
907,2577
505,137
2292,2021
592,281
755,3310
1310,1167
2808,224
3935,1834
3397,33
340,2951
3785,1069
3110,559
4035,1439
2748,3464
1379,1071
1383,3315
1439,2495
1163,1599
2704,412
3195,634
42,3205
2634,2389
2968,3061
1483,254
3168,3734
2327,1673
711,1685
399,1046
919,346
3212,3680
2302,2871
2350,1116
3063,449
216,14
47,589
1554,2377
2995,4009
2495,2247
1994,3605
1114,2946
715,3069
1231,813
297,1488
1860,2878
137,2446
2522,3781
3985,3488
1937,1498
1958,3002
477,2003
3867,3223
2652,2333
2059,89
3937,60
3166,346
2768,2788
177,1917
2903,81
2181,535
3561,2616
3660,3527
1631,1204
2143,3765
1344,3080
3126,3703
1587,1482
3287,3579
3321,1042
3280,3908
1330,1071
3625,1317
438,2778
316,2888
1568,40
3176,2662
1262,921
1724,511
1623,529
2543,2488
1992,3824
2672,2122
3025,1680
3915,98
728,3252
139,808
3941,834
204,4006
1063,3854
2369,545
667,3356
2022,3129
586,2815
2495,1119
244,1608
580,959
582,1840
548,3800
3018,2051
3195,686
468,2239
1018,3321
1750,737
2138,1982
3242,2921
99,1039
2668,2882
1641,2918
1345,2157
3484,133
2900,3920
2818,1379
512,1859
2668,912
231,1663
410,3298
3418,2217
1847,565
1280,3641
110,2472
846,1292
732,3250
2097,1004
16,3201
3622,2401
903,3950
2714,3332
893,1326
419,2042
343,2632
3791,3215
3817,3652
2552,907
1021,3363
1706,4029
621,3069
1709,1223
1419,297
3748,2877
386,1112
888,1159
2682,1220
3102,1557
3690,2431
39,3050
552,1138
2371,322
484,1163
1315,1903
228,3724
3273,3370
163,1866
393,1017
1032,2289
1346,4039
2222,2941
2230,3843
2601,562
2565,3589
631,2887
2972,383
3906,370
3061,3577
2479,1810
892,2184
465,3264
1060,961
3237,2937
2251,996
1349,3674
3124,2901
1274,1930
3168,1433
479,258
2426,2876
3046,3913
3594,2766
1932,3935
312,2828
563,2239
3396,3240
1181,802
2285,2272
889,2357
2684,1079
1058,327
842,863
70,612
643,3680
1872,3210
3688,50
3628,113
1964,1041
119,966
1483,3152
884,3570
1027,1629
1953,286
2841,1482
3390,3849
1946,132
18,3144
2852,3817
1470,2319
3054,3413
335,326
3159,1625
2891,429
2505,1900
922,3029
2895,3272
1922,860
3060,448
3851,1712
157,3998
1838,3789
1753,3785
2090,3862
2904,1765
249,1312
2561,531
3631,423
3383,1793
536,528
2467,2272
1504,179
3670,3487
3978,635
3840,2585
1346,3799
3964,102
662,3174
850,1230
1799,688
49,1121
3521,3257
3251,3551
1451,3522
3330,3041
3311,1239
3810,552
2611,817
884,2481
3872,1599
3774,623
847,889
1207,2165
2329,1118
3922,485
1643,3890
3179,3394
3575,16
3512,2990
1356,2856
1473,2067
3666,3059
673,2644
297,1247
146,316
3747,3468
3860,2664
3369,509
140,986
3272,3202
1920,2727
2908,1265
2803,3538
1031,2574
2756,168
2351,3405
3842,3046
2705,2538
2683,1829
585,2796
2958,1635
2969,2215
2127,2202
1866,1986
2510,3507
1385,5
2901,1656
151,775
376,2514
651,1266
278,3299
2782,3955
3701,3914
487,1491
261,2429
1121,253
1051,935
2,3936
3465,282
3132,2401
1710,106
821,137
3020,2195
3794,2254
3289,596
1926,2498
1395,3274
1241,379
1507,3328
1569,710
741,2625
149,1249
3148,3737
952,3236
2056,2073
2106,3734
3212,1143
1022,427
1699,1216
3111,1794
2924,701
2131,928
3313,1673
3769,677
2299,3734
924,3456
1217,574
168,3594
3279,2206
569,1829
2118,2072
814,2401
2689,665
1577,1820
1092,3367
3610,2303
565,871
1974,3202
2314,2452
3539,288
3250,3775
1144,2496
2188,1193
3055,1891
3521,1048
2221,1687
3591,280
3298,312
289,3679
3805,1970
2039,1615
317,2720
3468,1597
892,3798
223,1916
3602,3385
3840,2308
1868,2185
2012,2361
2456,1504
2964,1316
648,1720
735,3056
2195,3707
2560,243
3135,348
242,359
131,2366
2879,531
1668,2911
2948,390
2466,1025
868,2132
2979,3874
1067,3419
2722,3731
1818,2588
338,84
2723,645
3506,3198
1548,1754
3517,1253
3017,3848
848,3170
3771,778
308,3206
612,11
2375,1244
2296,943
2911,1802
2122,3646
546,3148
3804,727
4001,1670
1158,3421
3064,740
2099,1691
1458,946
780,2536
1610,25
1222,161
3257,2087
3311,3521
3369,1303
1133,1422
1761,1973
197,2994
1638,769
1124,1009
3836,2622
3214,3904
3897,1669
62,2307
2595,634
3490,3739
3217,2394
1849,1345
3420,117
3978,2160
2940,1408
1262,2690
3432,3750
592,685
296,448
999,1053
1461,2910
2054,2775
1040,903
3497,786
2215,3818
1471,3294
1522,433
2887,2900
1060,3874
1609,3408
246,1593
2904,1974
1589,1751
3710,3080
2725,3519
536,3312
2029,1619
1449,1865
3766,511
3900,1380
4003,2021
3612,1032
1669,2468
2129,527
369,3017
2707,2315
786,839
3769,844
1163,1477
725,1501
4034,3490
1388,1769
1430,2974
580,145
667,1510
1072,520
1086,22
1668,2799
1888,3141
3782,2811
3947,3930
463,2840
1940,1529
1090,1728
3895,2328
113,2277
1045,2626
4019,2285
4031,1438
3255,655
3404,264
3312,1264
1605,3310
80,1093
170,1040
1264,1714
390,663
263,1593
3408,1341
3878,2101
1689,3930
1586,1479
1856,1679
3713,3202
4016,3364
1980,3766
4004,2076
742,3325
1145,2659
3626,3196
1509,3023
3095,1453
972,3100
120,831
2742,541
2438,3091
3492,2745
362,1593
1478,511
103,216
120,732
1127,258
2657,3432
3000,3261
3222,3436
2119,3651
2718,3005
1656,830
474,784
1605,3126
2862,3724
2659,1047
2237,3346
3345,2114
2223,2131
1957,2679
1265,1876
2558,4037
2894,3266
86,400
2969,2053
2618,3877
31,2103
1749,2624
3760,1569
1108,3771
41,3845
1346,979
125,602
3608,3334
682,1652
2739,3425
190,663
1952,1220
3583,3023
2130,1859
200,883
119,29
2298,2245
2411,1457
846,1541
2469,372
3774,373
850,3333
2784,1389
2442,2969
1157,1428
3175,1323
2643,1855
2668,1680
1336,1160
3866,1642
1929,4029
699,125
2118,1126
283,794
457,2312
1957,1340
1248,3310
1899,116
8,702
180,594
986,3808
2348,1307
51,2721
484,3781
1578,3209
240,493
1195,669
1728,2312
1122,1657
1963,2677
1859,1833
3607,2491
2430,908
1471,1770
3702,404
3482,2760
997,3101
1462,2990
2352,256
2947,3996
493,3884
2228,3661
911,1527
1103,2170
1826,1866
3962,682
2234,2012
2071,1980
1359,853
2917,3613
2585,1108
189,4001
1888,1692
3134,1622
2701,720
1056,3032
465,1613
1691,2276
3328,1200
3254,248
2629,569
2725,1413
3097,1576
2767,2345
1282,1146
407,1319
1301,2944
18,664
360,3376
158,635
3326,3444
3406,1103
795,2008
2929,3816
726,1955
2520,3109
1952,2501
3569,973
796,2557
3554,2580
462,852
1544,210
1693,4023
1079,1027
3650,2096
2636,1464
1652,3950
479,371
1914,1416
3621,750
1061,2762
2905,2985
27,702
1779,3864
986,3397
1213,816
2788,3792
3982,1256
3752,3012
3126,2575
3653,3645
2024,1415
390,606
459,3656
1604,2325
610,76
1735,2915
763,1766
2902,1225
1345,1429
3222,1127
3927,1271
3684,507
2290,2005
826,3603
1333,708
869,2986
3168,2817
1694,3881
1361,2350
2435,1359
1476,51
1337,3869
361,2327
2914,2799
1717,926
3282,1763
1737,3528
1846,3726
2818,3534
2679,141
246,366
861,3705
3326,291
3546,888
3243,1194
1088,2140
3943,1911
2898,1424
3784,390
2830,2380
2350,1663
1656,3422
1270,2770
1110,5
2654,820
1435,1453
2153,2398
759,2688
1497,3821
3180,1524
2653,6
1897,3369
2125,1162
687,552
824,1701
3489,3348
306,2331
1596,3133
3974,1153
3802,1941
3746,926
2837,495
130,2120
3150,3005
3333,3100
2004,2138
115,741
534,935
3419,1967
3575,3237
248,2559
1311,1465
3689,4028
3036,400
1203,3018
3745,3640
1750,2917
3990,590
2324,587
685,2653
2957,3990
1248,2329
2397,3095
3086,68
253,1421
655,821
2731,571
2576,1825
102,1290
1223,1182
3734,1916
1553,1879
890,1184
1126,1423
435,1105
4009,1394
886,3064
3663,1247
1531,2166
831,2004
1193,1686
608,3752
3762,1310
3356,1334
180,1227
446,1160
1379,3389
3935,1263
3233,551
2516,827
3678,2892
3762,3595
3595,2168
2504,4007
2770,1007
1022,1179
1953,1647
607,3776
3013,3170
173,2654
3079,245
2799,3329
3201,3676
3209,2261
585,686
2075,1371
903,744
1687,1196
579,1309
1764,1366
944,2254
1560,1687
1003,1060
135,1487
592,1011
663,2324
3371,3733
1903,2982
3591,3223
3637,62
3378,1989
1988,3025
1431,2350
2790,2712
1571,2528
996,2156
79,3712
577,950
822,491
1202,3395
3878,1753
982,2910
1325,2793
3830,2075
560,152
602,2613
2172,3622
61,4038
2187,3344
1973,3728
2525,1430
2159,2789
1923,3603
2785,2828
2177,2077
3305,3271
2059,2284
2252,3089
4013,2036
1501,2664
2490,150
2361,3382
1578,3588
2132,2437
2718,3379
690,1650
614,57
2842,3364
548,2795
3411,1541
2590,3136
902,3531
2822,2715
463,290
1762,3875
2053,2799
494,1890
295,1349
468,2602
1171,3898
2590,1202
3340,1761
1909,1834
1807,2965
219,1221
2997,3576
1855,164
2150,335
1315,1944
3222,1912
3944,2244
357,551
35,357
1139,3565
419,1439
1651,1790
3762,1979
3071,1853
2151,2357
2179,3494
581,1104
2329,3599
951,3160
3921,5
2526,2144
26,2275
987,3012
1658,686
122,141
2196,3067
3581,14
1005,683
2775,2459
3768,1565
774,73
2760,2112
919,1657
1095,1233
1750,2658
2460,3577
3765,1024
1395,567
1369,1245
2600,2364
3826,3676
2502,830
1889,567
1171,399
972,3764
740,356
3390,3126
4026,900
2251,1180
2439,2584
1641,1839
366,1153
3858,2059
3440,3081
174,355
1553,3369
3248,2315
3387,494
2684,3857
3805,2042
451,2644
1937,344
1676,3687
662,939
1720,1012
3878,75
1226,933
3963,1553
683,2552
749,3788
2408,1915
3507,3231
1154,3822
2912,3869
60,3664
1626,3381
1139,3776
31,2839
2590,1889
1926,3786
1983,3728
3694,1676
1980,3705
2386,2699
3251,3625
1127,2365
2009,2599
3823,3181
1940,3030
461,579
154,3690
2374,2283
3596,1593
714,1970
1517,1452
2169,3955
2393,3254
2161,2334
3857,309
4022,1392
831,2804
3604,2029
1220,3769
666,2069
1080,1829
1559,1096
437,2070
2239,2910
2131,1459
1168,1455
1552,2182
2314,295
2372,2237
3579,1420
992,3199
657,992
2756,3721
1662,5
1258,703
1549,1430
